"dien_tich","gia","dia_chi","huong","link_source","lon","lat"
"Di<U+1EC7>n tích: 57 m2","Giá: 1,08 t<U+1EF7> ","Ðu<U+1EDD>ng T<U+1ED1> H<U+1EEF>u, Phu<U+1EDD>ng Duong N<U+1ED9>i, Qu<U+1EAD>n Hà Ðông, Hà N<U+1ED9>i","Hu<U+1EDB>ng: _","https://alonhadat.com.vn/nha-dat/can-ban/can-ho-chung-cu/1/ha-noi/trang--4.html#",105.8029836,21.0070677
"Di<U+1EC7>n tích: 98 m2","Giá: 2,265 t<U+1EF7> ","Ph<U+1ED1> C<U+1EA7>u Am, Phu<U+1EDD>ng V<U+1EA1>n Phúc, Qu<U+1EAD>n Hà Ðông, Hà N<U+1ED9>i","Hu<U+1EDB>ng: Ðông","https://alonhadat.com.vn/nha-dat/can-ban/can-ho-chung-cu/1/ha-noi/trang--4.html#",105.7883084,21.0417564
"Di<U+1EC7>n tích: 129 m2","Giá: 41 tri<U+1EC7>u / m2  ","Ðu<U+1EDD>ng Hoàng Ð<U+1EA1>o Thúy, Phu<U+1EDD>ng Trung Hòa, Qu<U+1EAD>n C<U+1EA7>u Gi<U+1EA5>y, Hà N<U+1ED9>i","Hu<U+1EDB>ng: _","https://alonhadat.com.vn/nha-dat/can-ban/can-ho-chung-cu/1/ha-noi/trang--4.html#",105.7923742,21.0434843
"Di<U+1EC7>n tích: 55 m2","Giá: 1,4 t<U+1EF7> ","Ph<U+1ED1> Tr<U+1EA7>n Qu<U+1ED1>c Hoàn, Phu<U+1EDD>ng D<U+1ECB>ch V<U+1ECD>ng H<U+1EAD>u, Qu<U+1EAD>n C<U+1EA7>u Gi<U+1EA5>y, Hà N<U+1ED9>i","Hu<U+1EDB>ng: Nam","https://alonhadat.com.vn/nha-dat/can-ban/can-ho-chung-cu/1/ha-noi/trang--4.html#",NA,NA
"Di<U+1EC7>n tích: 37 m2","Giá: 1,15 t<U+1EF7> ","Ðu<U+1EDD>ng Nghia Tân, Phu<U+1EDD>ng Nghia Tân, Qu<U+1EAD>n C<U+1EA7>u Gi<U+1EA5>y, Hà N<U+1ED9>i","Hu<U+1EDB>ng: Nam","https://alonhadat.com.vn/nha-dat/can-ban/can-ho-chung-cu/1/ha-noi/trang--4.html#",NA,NA
"Di<U+1EC7>n tích: 50 m2","Giá: 1,3 t<U+1EF7> ","Ðu<U+1EDD>ng Nghia Tân, Phu<U+1EDD>ng Nghia Tân, Qu<U+1EAD>n C<U+1EA7>u Gi<U+1EA5>y, Hà N<U+1ED9>i","Hu<U+1EDB>ng: _","https://alonhadat.com.vn/nha-dat/can-ban/can-ho-chung-cu/1/ha-noi/trang--4.html#",NA,NA
"Di<U+1EC7>n tích: 75 m2","Giá: 1,8 t<U+1EF7> ","Ðu<U+1EDD>ng Nghia Tân, Phu<U+1EDD>ng Nghia Tân, Qu<U+1EAD>n C<U+1EA7>u Gi<U+1EA5>y, Hà N<U+1ED9>i","Hu<U+1EDB>ng: Ðông","https://alonhadat.com.vn/nha-dat/can-ban/can-ho-chung-cu/1/ha-noi/trang--4.html#",NA,NA
"Di<U+1EC7>n tích: 60 m2","Giá: 1,6 t<U+1EF7> ","Ðu<U+1EDD>ng Nghia Tân, Phu<U+1EDD>ng Nghia Tân, Qu<U+1EAD>n C<U+1EA7>u Gi<U+1EA5>y, Hà N<U+1ED9>i","Hu<U+1EDB>ng: _","https://alonhadat.com.vn/nha-dat/can-ban/can-ho-chung-cu/1/ha-noi/trang--4.html#",NA,NA
"Di<U+1EC7>n tích: 75 m2","Giá: 1,9 t<U+1EF7> ","Ph<U+1ED1> Thành Công, Phu<U+1EDD>ng Quán Thánh, Qu<U+1EAD>n Ba Ðình, Hà N<U+1ED9>i","Hu<U+1EDB>ng: Nam","https://alonhadat.com.vn/nha-dat/can-ban/can-ho-chung-cu/1/ha-noi/trang--4.html#",105.8099241,21.0159789
"Di<U+1EC7>n tích: 65 m2","Giá: 1,72 t<U+1EF7> ","Ðu<U+1EDD>ng Nghia Tân, Phu<U+1EDD>ng Nghia Tân, Qu<U+1EAD>n C<U+1EA7>u Gi<U+1EA5>y, Hà N<U+1ED9>i","Hu<U+1EDB>ng: _","https://alonhadat.com.vn/nha-dat/can-ban/can-ho-chung-cu/1/ha-noi/trang--4.html#",105.8156079,21.0222849
"Di<U+1EC7>n tích: 80 m2","Giá: 2,5 t<U+1EF7> ","Ph<U+1ED1> Nguyên H<U+1ED3>ng, Phu<U+1EDD>ng La´ng Ha<U+0323>, Qu<U+1EAD>n Ð<U+1ED1>ng Ða, Hà N<U+1ED9>i","Hu<U+1EDB>ng: _","https://alonhadat.com.vn/nha-dat/can-ban/can-ho-chung-cu/1/ha-noi/trang--4.html#",105.7798453,21.0408095
"Di<U+1EC7>n tích: 75 m2","Giá: 2,65 t<U+1EF7> ","Ðu<U+1EDD>ng Khu t<U+1EAD>p th<U+1EC3> Thành Công, Phu<U+1EDD>ng Thành Công, Qu<U+1EAD>n Ba Ðình, Hà N<U+1ED9>i","Hu<U+1EDB>ng: Ðông Nam","https://alonhadat.com.vn/nha-dat/can-ban/can-ho-chung-cu/1/ha-noi/trang--4.html#",NA,NA
"Di<U+1EC7>n tích: 55 m2","Giá: 1,3 t<U+1EF7> ","Ph<U+1ED1> Doãn K<U+1EBF> Thi<U+1EC7>n, Phu<U+1EDD>ng Mai D<U+1ECB>ch, Qu<U+1EAD>n C<U+1EA7>u Gi<U+1EA5>y, Hà N<U+1ED9>i","Hu<U+1EDB>ng: Nam","https://alonhadat.com.vn/nha-dat/can-ban/can-ho-chung-cu/1/ha-noi/trang--4.html#",105.8103271,21.0297473
"Di<U+1EC7>n tích: 40 m2","Giá: 1,1 t<U+1EF7> ","Ðu<U+1EDD>ng Nghia Tân, Phu<U+1EDD>ng Nghia Tân, Qu<U+1EAD>n C<U+1EA7>u Gi<U+1EA5>y, Hà N<U+1ED9>i","Hu<U+1EDB>ng: B<U+1EAF>c","https://alonhadat.com.vn/nha-dat/can-ban/can-ho-chung-cu/1/ha-noi/trang--4.html#",105.7879384,20.9703481
"Di<U+1EC7>n tích: 100 m2","Giá: 4,8 t<U+1EF7> ","Ðu<U+1EDD>ng Kim Mã, Phu<U+1EDD>ng Ng<U+1ECD>c Khánh, Qu<U+1EAD>n Ba Ðình, Hà N<U+1ED9>i","Hu<U+1EDB>ng: _","https://alonhadat.com.vn/nha-dat/can-ban/can-ho-chung-cu/1/ha-noi/trang--4.html#",NA,NA
"Di<U+1EC7>n tích: 69 m2","Giá: 1,6 t<U+1EF7> ","Ðu<U+1EDD>ng Yên Phúc, Phu<U+1EDD>ng Phúc La, Qu<U+1EAD>n Hà Ðông, Hà N<U+1ED9>i","Hu<U+1EDB>ng: _","https://alonhadat.com.vn/nha-dat/can-ban/can-ho-chung-cu/1/ha-noi/trang--5.html#",NA,NA
"Di<U+1EC7>n tích: 80 m2","Giá: 850 tri<U+1EC7>u ","Ðu<U+1EDD>ng T<U+1ED1> H<U+1EEF>u, Phu<U+1EDD>ng Duong N<U+1ED9>i, Qu<U+1EAD>n Hà Ðông, Hà N<U+1ED9>i","Hu<U+1EDB>ng: Ðông Nam","https://alonhadat.com.vn/nha-dat/can-ban/can-ho-chung-cu/1/ha-noi/trang--5.html#",NA,NA
"Di<U+1EC7>n tích: 86 m2","Giá: 35 tri<U+1EC7>u / m2  ","Phu<U+1EDD>ng Ðông Ng<U+1EA1>c, Qu<U+1EAD>n B<U+1EAF>c T<U+1EEB> Liêm, Hà N<U+1ED9>i","Hu<U+1EDB>ng: Nam","https://alonhadat.com.vn/nha-dat/can-ban/can-ho-chung-cu/1/ha-noi/trang--5.html#",NA,NA
"Di<U+1EC7>n tích: 90 m2","Giá: 35 tri<U+1EC7>u / m2  ","Ðu<U+1EDD>ng Xuân Ð<U+1EC9>nh, Phu<U+1EDD>ng Ðông Ng<U+1EA1>c, Qu<U+1EAD>n B<U+1EAF>c T<U+1EEB> Liêm, Hà N<U+1ED9>i","Hu<U+1EDB>ng: Ðông Nam","https://alonhadat.com.vn/nha-dat/can-ban/can-ho-chung-cu/1/ha-noi/trang--5.html#",NA,NA
"Di<U+1EC7>n tích: 90 m2","Giá: 35 tri<U+1EC7>u / m2  ","Phu<U+1EDD>ng Ðông Ng<U+1EA1>c, Qu<U+1EAD>n B<U+1EAF>c T<U+1EEB> Liêm, Hà N<U+1ED9>i","Hu<U+1EDB>ng: Ðông Nam","https://alonhadat.com.vn/nha-dat/can-ban/can-ho-chung-cu/1/ha-noi/trang--5.html#",NA,NA
"Di<U+1EC7>n tích: 86 m2","Giá: 30 tri<U+1EC7>u / m2  ","Ðu<U+1EDD>ng Tr<U+1EA7>n Van Lai, Phu<U+1EDD>ng M<U+1EC5> Trì, Qu<U+1EAD>n Nam T<U+1EEB> Liêm, Hà N<U+1ED9>i","Hu<U+1EDB>ng: Nam","https://alonhadat.com.vn/nha-dat/can-ban/can-ho-chung-cu/1/ha-noi/trang--5.html#",NA,NA
"Di<U+1EC7>n tích: 86 m2","Giá: 30 tri<U+1EC7>u / m2  ","Ðu<U+1EDD>ng M<U+1EC5> Trì, Phu<U+1EDD>ng M<U+1EF9> Ðình 1, Qu<U+1EAD>n Nam T<U+1EEB> Liêm, Hà N<U+1ED9>i","Hu<U+1EDB>ng: Nam","https://alonhadat.com.vn/nha-dat/can-ban/can-ho-chung-cu/1/ha-noi/trang--5.html#",105.764521,21.0290028
"Di<U+1EC7>n tích: 75 m2","Giá: 2 t<U+1EF7> ","Ðu<U+1EDD>ng Nguy<U+1EC5>n Hoàng, Phu<U+1EDD>ng M<U+1EF9> Ðình 2, Qu<U+1EAD>n Nam T<U+1EEB> Liêm, Hà N<U+1ED9>i","Hu<U+1EDB>ng: Ðông Nam","https://alonhadat.com.vn/nha-dat/can-ban/can-ho-chung-cu/1/ha-noi/trang--5.html#",NA,NA
"Di<U+1EC7>n tích: 61 m2","Giá: 19 tri<U+1EC7>u / m2  ","Ðu<U+1EDD>ng Tr<U+1EA7>n H<U+1EEF>u D<U+1EF1>c, Phu<U+1EDD>ng Xuân Phuong, Qu<U+1EAD>n Nam T<U+1EEB> Liêm, Hà N<U+1ED9>i","Hu<U+1EDB>ng: Ðông Nam","https://alonhadat.com.vn/nha-dat/can-ban/can-ho-chung-cu/1/ha-noi/trang--5.html#",NA,NA
"Di<U+1EC7>n tích: 83 m2","Giá: 2 t<U+1EF7> ","Ðu<U+1EDD>ng H<U+1ED3> Tùng M<U+1EAD>u, Phu<U+1EDD>ng M<U+1EF9> Ðình 1, Qu<U+1EAD>n Nam T<U+1EEB> Liêm, Hà N<U+1ED9>i","Hu<U+1EDB>ng: Ðông Nam","https://alonhadat.com.vn/nha-dat/can-ban/can-ho-chung-cu/1/ha-noi/trang--5.html#",NA,NA
"Di<U+1EC7>n tích: 88 m2","Giá: 26 tri<U+1EC7>u / m2  ","Ðu<U+1EDD>ng Nguy<U+1EC5>n Hoàng, Phu<U+1EDD>ng M<U+1EF9> Ðình 1, Qu<U+1EAD>n Nam T<U+1EEB> Liêm, Hà N<U+1ED9>i","Hu<U+1EDB>ng: Ðông Nam","https://alonhadat.com.vn/nha-dat/can-ban/can-ho-chung-cu/1/ha-noi/trang--5.html#",NA,NA
"Di<U+1EC7>n tích: 69 m2","Giá: 19 tri<U+1EC7>u / m2  ","Ðu<U+1EDD>ng T<U+1EC9>nh l<U+1ED9> 70, Phu<U+1EDD>ng Xuân Phuong, Qu<U+1EAD>n Nam T<U+1EEB> Liêm, Hà N<U+1ED9>i","Hu<U+1EDB>ng: Ðông Nam","https://alonhadat.com.vn/nha-dat/can-ban/can-ho-chung-cu/1/ha-noi/trang--5.html#",NA,NA
"Di<U+1EC7>n tích: 73 m2","Giá: 1,1 t<U+1EF7> ","Ðu<U+1EDD>ng 70, Phu<U+1EDD>ng Ð<U+1EA1>i M<U+1ED7>, Qu<U+1EAD>n Nam T<U+1EEB> Liêm, Hà N<U+1ED9>i","Hu<U+1EDB>ng: Ðông Nam","https://alonhadat.com.vn/nha-dat/can-ban/can-ho-chung-cu/1/ha-noi/trang--5.html#",105.8241613,21.0427171
"Di<U+1EC7>n tích: 85 m2","Giá: 25 tri<U+1EC7>u / m2  ","Ðu<U+1EDD>ng Nguy<U+1EC5>n Hoàng Tôn, Phu<U+1EDD>ng Nh<U+1EAD>t Tân, Qu<U+1EAD>n Tây H<U+1ED3>, Hà N<U+1ED9>i","Hu<U+1EDB>ng: Ðông Nam","https://alonhadat.com.vn/nha-dat/can-ban/can-ho-chung-cu/1/ha-noi/trang--5.html#",105.7752477,21.0303979
"Di<U+1EC7>n tích: 78 m2","Giá: 28 tri<U+1EC7>u / m2  ","Ðu<U+1EDD>ng Th<U+1EE5>y Khuê, Phu<U+1EDD>ng Th<U+1EE5>y Khuê, Qu<U+1EAD>n Tây H<U+1ED3>, Hà N<U+1ED9>i","Hu<U+1EDB>ng: Nam","https://alonhadat.com.vn/nha-dat/can-ban/can-ho-chung-cu/1/ha-noi/trang--5.html#",105.7752477,21.0303979
"Di<U+1EC7>n tích: 81 m2","Giá: 27 tri<U+1EC7>u / m2  ","Ðu<U+1EDD>ng Nguy<U+1EC5>n Hoàng, Phu<U+1EDD>ng M<U+1EF9> Ðình 1, Qu<U+1EAD>n Nam T<U+1EEB> Liêm, Hà N<U+1ED9>i","Hu<U+1EDB>ng: Nam","https://alonhadat.com.vn/nha-dat/can-ban/can-ho-chung-cu/1/ha-noi/trang--5.html#",NA,NA
"Di<U+1EC7>n tích: 83 m2","Giá: 19 tri<U+1EC7>u / m2  ","Ðu<U+1EDD>ng Tr<U+1EA7>n H<U+1EEF>u D<U+1EF1>c, Phu<U+1EDD>ng M<U+1EC5> Trì, Qu<U+1EAD>n Nam T<U+1EEB> Liêm, Hà N<U+1ED9>i","Hu<U+1EDB>ng: Ðông Nam","https://alonhadat.com.vn/nha-dat/can-ban/can-ho-chung-cu/1/ha-noi/trang--5.html#",NA,NA
"Di<U+1EC7>n tích: 80 m2","Giá: 27 tri<U+1EC7>u / m2  ","Ðu<U+1EDD>ng Nguy<U+1EC5>n Hoàng, Phu<U+1EDD>ng M<U+1EF9> Ðình 1, Qu<U+1EAD>n Nam T<U+1EEB> Liêm, Hà N<U+1ED9>i","Hu<U+1EDB>ng: Ðông Nam","https://alonhadat.com.vn/nha-dat/can-ban/can-ho-chung-cu/1/ha-noi/trang--5.html#",105.740875,21.027983
"Di<U+1EC7>n tích: 81 m2","Giá: 27 tri<U+1EC7>u / m2  ","Ðu<U+1EDD>ng Nguy<U+1EC5>n Hoàng, Phu<U+1EDD>ng M<U+1EF9> Ðình 2, Qu<U+1EAD>n Nam T<U+1EEB> Liêm, Hà N<U+1ED9>i","Hu<U+1EDB>ng: Ðông Nam","https://alonhadat.com.vn/nha-dat/can-ban/can-ho-chung-cu/1/ha-noi/trang--5.html#",105.7773412,21.0194942
"Di<U+1EC7>n tích: 81 m2","Giá: 27 tri<U+1EC7>u / m2  ","Ðu<U+1EDD>ng Nguy<U+1EC5>n Hoàng, Phu<U+1EDD>ng M<U+1EF9> Ðình 1, Qu<U+1EAD>n Nam T<U+1EEB> Liêm, Hà N<U+1ED9>i","Hu<U+1EDB>ng: Ðông Nam","https://alonhadat.com.vn/nha-dat/can-ban/can-ho-chung-cu/1/ha-noi/trang--5.html#",105.764521,21.0290028
"Di<U+1EC7>n tích: 69 m2","Giá: 19 tri<U+1EC7>u / m2  ","Ðu<U+1EDD>ng 70, Phu<U+1EDD>ng Xuân Phuong, Qu<U+1EAD>n Nam T<U+1EEB> Liêm, Hà N<U+1ED9>i","Hu<U+1EDB>ng: Ðông Nam","https://alonhadat.com.vn/nha-dat/can-ban/can-ho-chung-cu/1/ha-noi/trang--6.html#",105.7862129,21.039126
"Di<U+1EC7>n tích: 86 m2","Giá: 29 tri<U+1EC7>u / m2  ","Ðu<U+1EDD>ng Ðình Thôn, Phu<U+1EDD>ng M<U+1EC5> Trì, Qu<U+1EAD>n Nam T<U+1EEB> Liêm, Hà N<U+1ED9>i","Hu<U+1EDB>ng: Nam","https://alonhadat.com.vn/nha-dat/can-ban/can-ho-chung-cu/1/ha-noi/trang--6.html#",NA,NA
"Di<U+1EC7>n tích: 55 m2","Giá: 1,3 t<U+1EF7> ","Ph<U+1ED1> Phan Van Tru<U+1EDD>ng, Phu<U+1EDD>ng D<U+1ECB>ch V<U+1ECD>ng H<U+1EAD>u, Qu<U+1EAD>n C<U+1EA7>u Gi<U+1EA5>y, Hà N<U+1ED9>i","Hu<U+1EDB>ng: _","https://alonhadat.com.vn/nha-dat/can-ban/can-ho-chung-cu/1/ha-noi/trang--6.html#",105.7927008,21.0386562
"Di<U+1EC7>n tích: 85 m2","Giá: 2,53 t<U+1EF7> ","Ðu<U+1EDD>ng Kim Giang, Phu<U+1EDD>ng Kim Giang, Qu<U+1EAD>n Thanh Xuân, Hà N<U+1ED9>i","Hu<U+1EDB>ng: Ðông","https://alonhadat.com.vn/nha-dat/can-ban/can-ho-chung-cu/1/ha-noi/trang--6.html#",105.8502352,20.9982129
"Di<U+1EC7>n tích: 170 m2","Giá: 7,5 t<U+1EF7> ","Ph<U+1ED1> Tr<U+1EA7>n Ðang Ninh, Phu<U+1EDD>ng D<U+1ECB>ch V<U+1ECD>ng, Qu<U+1EAD>n C<U+1EA7>u Gi<U+1EA5>y, Hà N<U+1ED9>i","Hu<U+1EDB>ng: Ðông","https://alonhadat.com.vn/nha-dat/can-ban/can-ho-chung-cu/1/ha-noi/trang--6.html#",105.8128851,21.0153717
"Di<U+1EC7>n tích: 178 m2","Giá: 5 t<U+1EF7> ","Ðu<U+1EDD>ng B<U+1EA1>ch Mai, Phu<U+1EDD>ng Truong Ði<U+0323>nh, Qu<U+1EAD>n Hai Bà Trung, Hà N<U+1ED9>i","Hu<U+1EDB>ng: B<U+1EAF>c","https://alonhadat.com.vn/nha-dat/can-ban/can-ho-chung-cu/1/ha-noi/trang--6.html#",105.8113053,21.0459262
"Di<U+1EC7>n tích: 145 m2","Giá: 5,2 t<U+1EF7> ","Ðu<U+1EDD>ng Láng H<U+1EA1>, Phu<U+1EDD>ng La´ng Ha<U+0323>, Qu<U+1EAD>n Ð<U+1ED1>ng Ða, Hà N<U+1ED9>i","Hu<U+1EDB>ng: Ðông Nam","https://alonhadat.com.vn/nha-dat/can-ban/can-ho-chung-cu/1/ha-noi/trang--6.html#",105.8169641,21.0332099
"Di<U+1EC7>n tích: 325 m2","Giá: 11,7 t<U+1EF7> ","Ðu<U+1EDD>ng Hoàng Hoa Thám, Phu<U+1EDD>ng Vinh Phúc, Qu<U+1EAD>n Ba Ðình, Hà N<U+1ED9>i","Hu<U+1EDB>ng: Tây Nam","https://alonhadat.com.vn/nha-dat/can-ban/can-ho-chung-cu/1/ha-noi/trang--6.html#",105.8031129,21.0040864
"Di<U+1EC7>n tích: 80 m2","Giá: 2,9 t<U+1EF7> ","Ph<U+1ED1> V<U+1EA1>n Phúc, Phu<U+1EDD>ng Li<U+1EC5>u Giai, Qu<U+1EAD>n Ba Ðình, Hà N<U+1ED9>i","Hu<U+1EDB>ng: Ðông B<U+1EAF>c","https://alonhadat.com.vn/nha-dat/can-ban/can-ho-chung-cu/1/ha-noi/trang--6.html#",NA,NA
"Di<U+1EC7>n tích: 66 m2","Giá: 30,5 tri<U+1EC7>u / m2  ","Ðu<U+1EDD>ng Lê Van Luong, Phu<U+1EDD>ng Nhân Chính, Qu<U+1EAD>n Thanh Xuân, Hà N<U+1ED9>i","Hu<U+1EDB>ng: _","https://alonhadat.com.vn/nha-dat/can-ban/can-ho-chung-cu/1/ha-noi/trang--6.html#",105.8164623,20.9922949
"Di<U+1EC7>n tích: 46 m2","Giá: 1,07 t<U+1EF7> ","Ðu<U+1EDD>ng Láng, Phu<U+1EDD>ng La´ng Thuo<U+0323>ng, Qu<U+1EAD>n Ð<U+1ED1>ng Ða, Hà N<U+1ED9>i","Hu<U+1EDB>ng: _","https://alonhadat.com.vn/nha-dat/can-ban/can-ho-chung-cu/1/ha-noi/trang--6.html#",105.8464592,21.0090917
"Di<U+1EC7>n tích: 50 m2","Giá: 930 tri<U+1EC7>u ","Ph<U+1ED1> Khuong H<U+1EA1>, Phu<U+1EDD>ng Khuong Ðình, Qu<U+1EAD>n Thanh Xuân, Hà N<U+1ED9>i","Hu<U+1EDB>ng: _","https://alonhadat.com.vn/nha-dat/can-ban/can-ho-chung-cu/1/ha-noi/trang--6.html#",105.8127374,21.0168754
"Di<U+1EC7>n tích: 45 m2","Giá: 1,13 t<U+1EF7> ","Ðu<U+1EDD>ng Vân H<U+1ED3> III, Phu<U+1EDD>ng Lê Ða<U+0323>i Ha`nh, Qu<U+1EAD>n Hai Bà Trung, Hà N<U+1ED9>i","Hu<U+1EDB>ng: _","https://alonhadat.com.vn/nha-dat/can-ban/can-ho-chung-cu/1/ha-noi/trang--6.html#",105.8164623,20.9922949
"Di<U+1EC7>n tích: 46 m2","Giá: 1 t<U+1EF7> ","Ph<U+1ED1> Hu<U+1EF3>nh Thúc Kháng, Phu<U+1EDD>ng La´ng Ha<U+0323>, Qu<U+1EAD>n Ð<U+1ED1>ng Ða, Hà N<U+1ED9>i","Hu<U+1EDB>ng: _","https://alonhadat.com.vn/nha-dat/can-ban/can-ho-chung-cu/1/ha-noi/trang--6.html#",105.7737345,21.0379862
"Di<U+1EC7>n tích: 49 m2","Giá: 900 tri<U+1EC7>u ","Ph<U+1ED1> Khuong H<U+1EA1>, Phu<U+1EDD>ng Khuong Ðình, Qu<U+1EAD>n Thanh Xuân, Hà N<U+1ED9>i","Hu<U+1EDB>ng: _","https://alonhadat.com.vn/nha-dat/can-ban/can-ho-chung-cu/1/ha-noi/trang--6.html#",105.8354754,21.0051849
"Di<U+1EC7>n tích: 50 m2","Giá: 1,35 t<U+1EF7> ","Ph<U+1ED1> Luong Ð<U+1ECB>nh C<U+1EE7>a, Phu<U+1EDD>ng Phuong Mai, Qu<U+1EAD>n Ð<U+1ED1>ng Ða, Hà N<U+1ED9>i","Hu<U+1EDB>ng: _","https://alonhadat.com.vn/nha-dat/can-ban/can-ho-chung-cu/1/ha-noi/trang--6.html#",105.7646796,21.028976
"Di<U+1EC7>n tích: 50 m2","Giá: 950 tri<U+1EC7>u ","Ðu<U+1EDD>ng Tr<U+1EA7>n H<U+1EEF>u D<U+1EF1>c, Phu<U+1EDD>ng M<U+1EF9> Ðình 2, Qu<U+1EAD>n Nam T<U+1EEB> Liêm, Hà N<U+1ED9>i","Hu<U+1EDB>ng: _","https://alonhadat.com.vn/nha-dat/can-ban/can-ho-chung-cu/1/ha-noi/trang--6.html#",NA,NA
"Di<U+1EC7>n tích: 66 m2","Giá: 1,29 t<U+1EF7> ","Ðu<U+1EDD>ng Linh Ðu<U+1EDD>ng, Phu<U+1EDD>ng Hoàng Li<U+1EC7>t, Qu<U+1EAD>n Hoàng Mai, Hà N<U+1ED9>i","Hu<U+1EDB>ng: _","https://alonhadat.com.vn/nha-dat/can-ban/can-ho-chung-cu/1/ha-noi/trang--6.html#",105.8467449,20.9725142
"Di<U+1EC7>n tích: 88 m2","Giá: 1,86 t<U+1EF7> ","Ðu<U+1EDD>ng Th<U+1ECB>nh Li<U+1EC7>t, Phu<U+1EDD>ng Th<U+1ECB>nh Li<U+1EC7>t, Qu<U+1EAD>n Hoàng Mai, Hà N<U+1ED9>i","Hu<U+1EDB>ng: _","https://alonhadat.com.vn/nha-dat/can-ban/can-ho-chung-cu/1/ha-noi/trang--6.html#",105.804616,21.068755
"Di<U+1EC7>n tích: 118 m2","Giá: 4,1 t<U+1EF7> ","Ðu<U+1EDD>ng Xuân La, Phu<U+1EDD>ng Xuân T<U+1EA3>o, Qu<U+1EAD>n B<U+1EAF>c T<U+1EEB> Liêm, Hà N<U+1ED9>i","Hu<U+1EDB>ng: _","https://alonhadat.com.vn/nha-dat/can-ban/can-ho-chung-cu/1/ha-noi/trang--6.html#",105.7809735,21.0177304
"Di<U+1EC7>n tích: 65 m2","Giá: 2,9 t<U+1EF7> ","Ðu<U+1EDD>ng Ph<U+1EA1>m Hùng, Phu<U+1EDD>ng M<U+1EF9> Ðình 1, Qu<U+1EAD>n Nam T<U+1EEB> Liêm, Hà N<U+1ED9>i","Hu<U+1EDB>ng: _","https://alonhadat.com.vn/nha-dat/can-ban/can-ho-chung-cu/1/ha-noi/trang--7.html#",105.8345951,20.9828699
"Di<U+1EC7>n tích: 65 m2","Giá: 24 tri<U+1EC7>u / m2  ","Ðu<U+1EDD>ng Ð<U+1ECB>nh Công, Phu<U+1EDD>ng Ð<U+1ECB>nh Công, Qu<U+1EAD>n Hoàng Mai, Hà N<U+1ED9>i","Hu<U+1EDB>ng: Ðông","https://alonhadat.com.vn/nha-dat/can-ban/can-ho-chung-cu/1/ha-noi/trang--7.html#",105.7741563,21.0227619
"Di<U+1EC7>n tích: 30 m2","Giá: 590 tri<U+1EC7>u ","Ðu<U+1EDD>ng M<U+1EF9> Ðình, Phu<U+1EDD>ng M<U+1EF9> Ðình 1, Qu<U+1EAD>n Nam T<U+1EEB> Liêm, Hà N<U+1ED9>i","Hu<U+1EDB>ng: _","https://alonhadat.com.vn/nha-dat/can-ban/can-ho-chung-cu/1/ha-noi/trang--7.html#",NA,NA
"Di<U+1EC7>n tích: 56 m2","Giá: 900 tri<U+1EC7>u ","Ðu<U+1EDD>ng C<U+1EA7>u Buou, Xã T<U+1EA3> Thanh Oai, Huy<U+1EC7>n Thanh Trì, Hà N<U+1ED9>i","Hu<U+1EDB>ng: _","https://alonhadat.com.vn/nha-dat/can-ban/can-ho-chung-cu/1/ha-noi/trang--7.html#",NA,NA
"Di<U+1EC7>n tích: 138 m2","Giá: 7 t<U+1EF7> ","Ph<U+1ED1> Hoa Lu, Phu<U+1EDD>ng Lê Ða<U+0323>i Ha`nh, Qu<U+1EAD>n Hai Bà Trung, Hà N<U+1ED9>i","Hu<U+1EDB>ng: _","https://alonhadat.com.vn/nha-dat/can-ban/can-ho-chung-cu/1/ha-noi/trang--7.html#",105.7561817,20.9717535
"Di<U+1EC7>n tích: 62 m2","Giá: 1 t<U+1EF7> ","Ðu<U+1EDD>ng T<U+1ED1> H<U+1EEF>u, Phu<U+1EDD>ng Duong N<U+1ED9>i, Qu<U+1EAD>n Hà Ðông, Hà N<U+1ED9>i","Hu<U+1EDB>ng: _","https://alonhadat.com.vn/nha-dat/can-ban/can-ho-chung-cu/1/ha-noi/trang--7.html#",NA,NA
"Di<U+1EC7>n tích: 87 m2","Giá: 1,8 t<U+1EF7> ","Ðu<U+1EDD>ng Thanh Bình, Phu<U+1EDD>ng M<U+1ED9> Lao, Qu<U+1EAD>n Hà Ðông, Hà N<U+1ED9>i","Hu<U+1EDB>ng: _","https://alonhadat.com.vn/nha-dat/can-ban/can-ho-chung-cu/1/ha-noi/trang--7.html#",NA,NA
"Di<U+1EC7>n tích: 70 m2","Giá: 2 t<U+1EF7> ","Ðu<U+1EDD>ng Nguy<U+1EC5>n Hoàng, Phu<U+1EDD>ng M<U+1EF9> Ðình 2, Qu<U+1EAD>n Nam T<U+1EEB> Liêm, Hà N<U+1ED9>i","Hu<U+1EDB>ng: _","https://alonhadat.com.vn/nha-dat/can-ban/can-ho-chung-cu/1/ha-noi/trang--7.html#",105.7561817,20.9717535
"Di<U+1EC7>n tích: 55 m2","Giá: 950 tri<U+1EC7>u ","Ðu<U+1EDD>ng T<U+1ED1> H<U+1EEF>u, Phu<U+1EDD>ng Duong N<U+1ED9>i, Qu<U+1EAD>n Hà Ðông, Hà N<U+1ED9>i","Hu<U+1EDB>ng: _","https://alonhadat.com.vn/nha-dat/can-ban/can-ho-chung-cu/1/ha-noi/trang--7.html#",NA,NA
